23332,18.8733
32779,19.7651
39779,24.3616
47200,32.1757
53039,32.6353
59039,32.6353
64039,32.6353
68039,33.5546
76039,33.5546
81631,34.0143
87631,34.0143
94601,34.0143
98601,34.4738
102601,34.0143
106601,34.9336
115601,34.9369
119601,34.9369
125601,34.9369
129601,34.9369
135601,34.9373
140603,36.3163
142913,36.3164
148269,36.3164
150269,36.3164
154269,36.3164
157269,36.3164
160269,36.3164
167269,36.3166
172269,36.3166
176269,36.3167
181269,36.3167
186269,36.3167
190269,36.3167
194269,36.3167
198269,37.0975
201743,37.0975
208053,37.0975
213053,37.0975
219053,37.0975
223053,37.1558
230419,37.1558
235374,37.1558
240374,37.1558
247374,37.1558
255374,37.1558
261374,37.1558
265374,37.1558
269374,37.1558
273369,37.1558
277369,37.1217
284971,37.1217
291971,37.1217
299027,37.1024
307027,37.1217
311027,37.1023
313027,37.0615
320027,37.0809
326027,37.0616
333027,38.9338
338560,38.9383
345560,38.9383
351560,38.9383
355560,38.9732
359560,38.9383
365843,38.9733
372581,38.9733
375576,38.9733
380576,38.9733
386576,38.9733
392989,40.3523
398871,40.3174
402871,40.3174
412658,40.2794
418658,40.2945
426658,40.3294
434658,40.2945
440783,40.3294
448783,40.2945
456092,40.3294
463403,40.3294
468403,40.2596
475865,40.3445
479865,40.2748
483865,40.3254
486349,40.3953
493349,40.4037
498474,40.4154
506474,40.4037
509474,40.3844
511474,40.3844
516554,40.3844
522554,40.4544
529554,40.4544
535554,40.3844
543509,40.3961
552509,40.3844
559509,40.4003
564509,40.3929
571509,40.3834
575509,40.3834
583509,40.376
592509,40.3834
596509,40.376
602292,40.3972
606328,40.3973
611328,40.4047
618713,40.3707
623713,40.4121
627713,40.4121
629713,40.8378
635713,40.8452
641713,40.7909
648969,40.8526
654969,40.7909
661969,40.8526
666969,40.8036
672888,40.8653
677888,40.8092
685770,40.7476
689770,40.8092
695770,42.1882
700770,42.1382
708065,42.1416
717065,42.1416
723065,42.0895
729065,42.0895
734065,42.0895
740065,42.0894
744663,42.1881
751663,42.0894
759663,42.1128
766663,42.1498
773663,42.2115
781663,42.2115
786663,42.2005
793663,42.1673
798663,42.2207
806662,42.2374
813662,42.2328
821487,42.2374
825487,42.2328
829495,42.2485
835495,42.2484
844495,42.2483
849495,42.2485
854495,42.2594
863495,42.2594
869590,42.2594
875590,42.2594
882590,42.2594
889590,42.2594
895590,42.2594
900590,42.2712
904590,42.2718
912590,42.2718
916590,42.3465
919590,42.3465
924590,42.3465
931472,42.3465
936472,42.3465
945472,42.3465
950472,42.3465
955472,42.3465
963472,42.2756
967472,42.2756
972472,42.2633
982593,42.2754
990593,42.2754
993047,42.2755
999399,42.2632
1004399,42.2632
1007399,42.2755
1011399,42.2755
1016399,42.2631
1021399,42.2755
1031399,42.2755
1039399,42.2763
1046399,42.264
1053130,42.2763
1060955,42.2764
1069469,42.2764
1075857,42.2764
1081857,42.259
1086011,42.259
1091011,42.259
1099611,42.2713
1108611,42.2713
1114611,42.2713
1118611,42.259
1124611,42.2713
1128611,42.2714
1132611,42.2714
1139611,42.2714
1144611,42.2715
1152611,42.2715
1159234,42.2871
1163234,42.2871
1166234,42.2411
1173234,42.2411
1177407,42.2257
1183407,42.2766
1187521,42.3057
1193521,42.3108
1201724,42.3289
1210624,42.3289
1217624,42.334
1222624,42.3335
1228624,42.3451
1234624,42.2538
1237624,42.2798
1244624,42.2849
1252223,42.1715
1256223,42.1717
1263223,42.1859
1270223,42.1841
1275223,42.1862
1284223,42.1861
1291126,42.1797
1297386,42.1796
1304544,42.1796
1309854,42.1795
1316773,42.1778
1324835,42.1777
1331835,42.1794
1340835,42.18
1349130,42.2389
1356130,42.1705
1363172,42.1705
1369172,42.1708
1376172,42.1721
1381624,42.1722
1388876,42.1715
1397876,42.1725
1404953,42.1725
1409753,42.1909
1417753,42.1906
1423872,42.1906
1428177,42.1906
1437177,42.1904
1446177,42.1904
1450177,42.1904
1458177,42.1904
1464127,42.1902
1471127,42.1902
1481127,42.1905
