0.640347, 0, 0.681053, 0, 0.640347, 2, 0.640347, 0, 0.640347, 0, 0.662342, 0, 0.662043, 2, 0.640347, 8, 0.657809, 0, 0.64531, 1, 0.657809, 0, 0.662342, 0, 0.640347, 2, 0.640347, 9, 0.640347, 8, 0.640347, 5, 0.687576, 0, 0.640347, 10, 0.64531, 1, 0.687576, 0, 0.687576, 0
0.600585, 8, 0.640347, 0, 0.62725, 11, 0.62725, 10, 0.605316, 9, 0.640294, 2, 0.628026, 8, 0.640294, 2, 0.605316, 9, 0.600585, 9, 0.627331, 10, 0.640347, 0, 0.640298, 1, 0.640298, 1, 0.62725, 11, 0.640294, 2, 0.628026, 8, 0.627331, 10, 0.640298, 1, 0.62725, 10, 0.62725, 10
0.600585, 12, 0.640347, 0, 0.603434, 9, 0.627247, 10, 0.640251, 5, 0.628068, 8, 0.628068, 8, 0.640258, 5, 0.600585, 11, 0.640259, 2, 0.640259, 3, 0.603434, 9, 0.627247, 10, 0.640347, 0, 0.640294, 1, 0.640294, 1, 0.640259, 4, 0.640259, 4, 0.600585, 12, 0.627247, 10, 0.627247, 10
0.600739, 12, 0.640347, 0, 0.640347, 0, 0.600585, 9, 0.600766, 9, 0.627247, 10, 0.640246, 6, 0.627457, 8, 0.640259, 3, 0.634923, 9, 0.627247, 10, 0.640243, 2, 0.600739, 12, 0.636807, 9, 0.627457, 8, 0.600585, 9, 0.640294, 1, 0.640294, 2, 0.627247, 10, 0.640294, 1, 0.640294, 1
0.60058, 10, 0.640347, 0, 0.640347, 0, 0.600592, 12, 0.627247, 9, 0.604067, 10, 0.64023, 3, 0.628437, 8, 0.640253, 7, 0.600592, 12, 0.601426, 9, 0.640258, 5, 0.628437, 8, 0.640347, 0, 0.640294, 1, 0.640294, 1, 0.640259, 2, 0.640235, 3, 0.60058, 10, 0.640258, 5, 0.640258, 5
0.640347, 0, 0.600592, 12, 0.60058, 10, 0.603434, 9, 0.627247, 9, 0.640215, 5, 0.628437, 8, 0.640219, 5, 0.600592, 11, 0.640259, 3, 0.600592, 12, 0.628437, 8, 0.640347, 0, 0.640294, 1, 0.640259, 2, 0.60058, 10, 0.640259, 3, 0.640259, 2, 0.640294, 1, 0.627248, 8, 0.627248, 8
0.640347, 0, 0.492476, 17, 0.553289, 15, 0.492476, 17, 0.583465, 14, 0.600589, 11, 0.627247, 10, 0.60058, 9, 0.640214, 5, 0.628437, 8, 0.640257, 5, 0.640259, 3, 0.628437, 8, 0.600589, 12, 0.640259, 2, 0.640347, 0, 0.627247, 10, 0.640259, 2, 0.600589, 12, 0.600589, 11, 0.600589, 11
0.388786, 14, 0.600077, 17, 0.640347, 0, 0.640347, 0, 0.525553, 12, 0.388786, 14, 0.599718, 13, 0.516193, 13, 0.456511, 13, 0.627253, 8, 0.456511, 13, 0.610019, 9, 0.60075, 10, 0.600077, 17, 0.640257, 2, 0.640193, 5, 0.640193, 5, 0.525553, 12, 0.640255, 3, 0.627253, 8, 0.627253, 8
0.388786, 15, 0.640347, 0, 0.388786, 14, 0.525553, 12, 0.451082, 13, 0.640294, 5, 0.600759, 11, 0.495117, 12, 0.640294, 2, 0.627251, 8, 0.600959, 10, 0.570225, 13, 0.570225, 13, 0.456511, 13, 0.616748, 9, 0.640347, 0, 0.640294, 3, 0.640294, 4, 0.496144, 12, 0.627251, 9, 0.627251, 9
0.600005, 22, 0.384193, 15, 0.640347, 0, 0.388786, 14, 0.600005, 22, 0.493303, 12, 0.451082, 13, 0.603226, 9, 0.640294, 6, 0.529499, 12, 0.640294, 4, 0.451082, 13, 0.570064, 13, 0.529499, 12, 0.570064, 13, 0.493303, 12, 0.627251, 8, 0.627251, 8, 0.638277, 9, 0.640298, 2, 0.640298, 2
0.599858, 15, 0.384193, 15, 0.640347, 0, 0.640295, 4, 0.492081, 12, 0.385868, 14, 0.451082, 13, 0.62725, 8, 0.525883, 12, 0.451082, 13, 0.605036, 9, 0.640316, 3, 0.640346, 1, 0.570064, 13, 0.62725, 8, 0.60099, 10, 0.525883, 12, 0.570064, 13, 0.604914, 11, 0.385868, 14, 0.385868, 14
0.640347, 0, 0.274379, 16, 0.524849, 12, 0.384193, 15, 0.640294, 3, 0.274964, 12, 0.62725, 8, 0.384193, 14, 0.570064, 13, 0.603315, 10, 0.599858, 14, 0.570064, 13, 0.615613, 9, 0.640336, 1, 0.525883, 13, 0.637507, 15, 0.62725, 8, 0.603315, 10, 0.640336, 1, 0.640347, 0, 0.640347, 0
0.640347, 0, 0.384193, 15, 0.274379, 12, 0.608051, 8, 0.274379, 12, 0.640294, 3, 0.600182, 15, 0.384193, 14, 0.449445, 13, 0.640294, 3, 0.527223, 13, 0.449445, 13, 0.60076, 9, 0.528993, 12, 0.640347, 1, 0.640347, 1, 0.384193, 14, 0.640347, 0, 0.449445, 13, 0.60076, 9, 0.60076, 9
0.640347, 0, 0.304131, 17, 0.274379, 12, 0.41797, 12, 0.640294, 3, 0.600613, 8, 0.524849, 12, 0.304256, 13, 0.384193, 14, 0.595884, 13, 0.637383, 15, 0.60076, 9, 0.528993, 12, 0.60076, 10, 0.640295, 1, 0.384193, 14, 0.528993, 12, 0.637397, 16, 0.274379, 12, 0.640347, 0, 0.640347, 0
0.274379, 12, 0.640347, 0, 0.279685, 19, 0.384193, 15, 0.329854, 12, 0.603597, 9, 0.640295, 5, 0.477863, 14, 0.600127, 13, 0.600613, 8, 0.536628, 14, 0.477863, 13, 0.640294, 3, 0.384193, 15, 0.304131, 17, 0.536628, 13, 0.304131, 17, 0.600586, 11, 0.640325, 1, 0.640294, 3, 0.640294, 3
1.51853e-05, 21, 1.51853e-05, 22, 0.640347, 0, 0.0536908, 13, 0.262025, 12, 1.56724e-05, 15, 0.595884, 13, 0.384193, 14, 0.640294, 3, 0.603597, 9, 0.600613, 8, 0.640328, 2, 0.640294, 5, 0.384193, 14, 0.329299, 12, 0.283182, 12, 0.600881, 11, 0.600881, 10, 0.640294, 5, 0.329299, 12, 0.329299, 12
0.640347, 0, 1.51853e-05, 15, 0.256659, 12, 2.4289e-05, 14, 0.504272, 13, 0.291136, 8, 0.329299, 12, 0.640294, 5, 0.600604, 10, 0.570359, 13, 0.600604, 9, 0.640294, 3, 0.401703, 8, 0.401703, 8, 0.640336, 1, 0.640294, 4, 0.640336, 1, 0.640347, 0, 2.4289e-05, 14, 0.640294, 4, 0.640294, 4
