0.775263, 0, 0.230641, 21, 0.775263, 0, 0.230718, 21, 0.754383, 8, 0.408143, 18, 0.400264, 17, 0.775125, 2, 0.754383, 9, 0.400316, 13, 0.400316, 14, 0.400264, 17, 0.400264, 17
0.775263, 0, 0.230635, 21, 0.230718, 21, 0.775263, 0, 0.468115, 13, 0.754378, 10, 0.754383, 8, 0.775125, 1, 0.39696, 14, 0.408143, 17, 0.408143, 17, 0.39696, 14, 0.39696, 14
0.775263, 0, 0.230634, 21, 0.230718, 21, 0.775263, 0, 0.445455, 14, 0.754378, 10, 0.383482, 13, 0.775125, 1, 0.408143, 18, 0.754383, 8, 0.754383, 8, 0.408341, 13, 0.408341, 13
0.775263, 0, 0.230633, 21, 0.230635, 21, 0.775263, 0, 0.754378, 9, 0.39427, 13, 0.374183, 14, 0.775124, 3, 0.754383, 8, 0.39427, 13, 0.754378, 9, 0.775124, 1, 0.775124, 1
0.775263, 0, 0.23063, 22, 0.775263, 0, 0.39427, 13, 0.754378, 10, 0.230718, 21, 0.230718, 21, 0.374164, 13, 0.775124, 5, 0.774865, 8, 0.775142, 2, 0.39427, 13, 0.39427, 13
0.23063, 22, 0.775263, 0, 0.775263, 0, 0.750763, 10, 0.39427, 14, 0.775125, 1, 0.770179, 8, 0.374163, 15, 0.230718, 21, 0.230718, 21, 0.374163, 15, 0.374163, 13, 0.374163, 13
0.775263, 0, 0.230446, 22, 0.775263, 0, 0.39427, 14, 0.746311, 17, 0.230718, 21, 0.374163, 15, 0.775125, 1, 0.754382, 8, 0.754382, 9, 0.74662, 13, 0.746311, 17, 0.746311, 17
0.775263, 0, 0.230409, 31, 0.775263, 0, 0.742335, 21, 0.39427, 13, 0.374163, 14, 0.768177, 8, 0.230446, 22, 0.230718, 21, 0.7544, 16, 0.775125, 1, 0.768177, 11, 0.768177, 11
0.775263, 0, 0.230352, 23, 0.23037, 23, 0.775263, 0, 0.39427, 13, 0.742335, 21, 0.374163, 14, 0.754616, 8, 0.775124, 1, 0.230718, 21, 0.745444, 17, 0.748035, 9, 0.748035, 9
0.775263, 0, 0.230324, 23, 0.230666, 23, 0.775263, 0, 0.742335, 21, 0.39427, 13, 0.374163, 14, 0.764194, 8, 0.230718, 21, 0.745444, 17, 0.760025, 9, 0.39427, 13, 0.39427, 13
0.230324, 23, 0.775263, 0, 0.230324, 24, 0.775263, 0, 0.39427, 13, 0.742306, 21, 0.374163, 14, 0.758811, 8, 0.775125, 1, 0.230718, 21, 0.748654, 10, 0.745439, 18, 0.745439, 18
0.775263, 0, 0.230324, 24, 0.775263, 0, 0.742306, 21, 0.39427, 13, 0.374163, 15, 0.754513, 8, 0.230718, 21, 0.775124, 1, 0.745439, 18, 0.754513, 10, 0.39427, 13, 0.39427, 13
0.775263, 0, 0.230248, 22, 0.230374, 24, 0.775263, 0, 0.393788, 13, 0.742306, 21, 0.7666, 8, 0.374163, 15, 0.775124, 2, 0.230718, 21, 0.7575, 16, 0.759006, 20, 0.759006, 20
0.230248, 22, 0.775263, 0, 0.230374, 22, 0.775263, 0, 0.393788, 14, 0.742292, 21, 0.750632, 9, 0.775137, 1, 0.374163, 15, 0.230718, 21, 0.745429, 17, 0.7499, 11, 0.7499, 11
0.775263, 0, 0.230248, 22, 0.775263, 0, 0.393788, 14, 0.742292, 21, 0.373868, 18, 0.230718, 21, 0.750632, 10, 0.775124, 4, 0.750632, 9, 0.775124, 5, 0.393788, 14, 0.393788, 14
0.230248, 22, 0.775263, 0, 0.775263, 0, 0.393788, 17, 0.742292, 21, 0.373868, 18, 0.750632, 10, 0.230718, 21, 0.750632, 9, 0.775124, 5, 0.775124, 3, 0.775124, 4, 0.775124, 4
0.775263, 0, 0.230248, 22, 0.230248, 22, 0.775263, 0, 0.393788, 13, 0.742281, 21, 0.373868, 18, 0.775135, 3, 0.230718, 21, 0.393788, 13, 0.757991, 8, 0.757991, 8, 0.757991, 8
0.230248, 22, 0.775263, 0, 0.230643, 22, 0.775263, 0, 0.393788, 14, 0.742247, 21, 0.373868, 18, 0.761791, 8, 0.775137, 1, 0.393788, 13, 0.230718, 21, 0.755876, 8, 0.755876, 8
0.775263, 0, 0.230248, 22, 0.230248, 22, 0.775263, 0, 0.393781, 14, 0.742247, 21, 0.373868, 17, 0.775125, 5, 0.755416, 8, 0.230718, 21, 0.748444, 11, 0.775149, 0, 0.775149, 0
0.230248, 22, 0.775263, 0, 0.775263, 0, 0.393781, 13, 0.742247, 21, 0.373868, 18, 0.756521, 8, 0.775124, 1, 0.230718, 21, 0.373868, 17, 0.748444, 9, 0.393781, 13, 0.393781, 13
0.230248, 22, 0.775263, 0, 0.230374, 22, 0.775263, 0, 0.391732, 13, 0.742247, 21, 0.373043, 18, 0.775128, 1, 0.754399, 8, 0.230718, 21, 0.754399, 8, 0.373868, 17, 0.373868, 17
0.230167, 22, 0.775263, 0, 0.230292, 22, 0.775263, 0, 0.391732, 13, 0.742247, 21, 0.372711, 18, 0.775126, 2, 0.230718, 21, 0.754399, 8, 0.754399, 8, 0.391732, 13, 0.391732, 13
0.230167, 22, 0.775263, 0, 0.230495, 26, 0.775263, 0, 0.391732, 14, 0.742247, 21, 0.372473, 18, 0.7561, 10, 0.230718, 21, 0.775124, 5, 0.775142, 2, 0.373868, 17, 0.373868, 17
0.775263, 0, 0.230167, 22, 0.23064, 26, 0.775263, 0, 0.391732, 13, 0.742247, 21, 0.372352, 18, 0.775129, 1, 0.230718, 21, 0.754782, 8, 0.754782, 8, 0.373996, 17, 0.373996, 17
0.775263, 0, 0.230167, 22, 0.230167, 22, 0.775263, 0, 0.391732, 13, 0.742247, 21, 0.372352, 18, 0.775091, 4, 0.230718, 21, 0.754782, 8, 0.373996, 17, 0.748444, 9, 0.748444, 9
0.230167, 22, 0.775263, 0, 0.775263, 0, 0.230292, 22, 0.391732, 13, 0.742247, 21, 0.372352, 18, 0.755288, 8, 0.775124, 3, 0.230718, 21, 0.751578, 11, 0.374048, 19, 0.374048, 19
0.775263, 0, 0.230126, 22, 0.230126, 22, 0.775263, 0, 0.391732, 13, 0.742247, 21, 0.754802, 8, 0.372352, 18, 0.230718, 21, 0.775124, 2, 0.373996, 17, 0.391732, 13, 0.391732, 13
0.230126, 22, 0.775263, 0, 0.230273, 22, 0.775263, 0, 0.742247, 21, 0.393838, 17, 0.372106, 18, 0.754388, 11, 0.754388, 8, 0.393838, 17, 0.230718, 21, 0.775124, 3, 0.775124, 3
0.230126, 22, 0.775263, 0, 0.775263, 0, 0.403694, 17, 0.742247, 21, 0.403694, 13, 0.371151, 20, 0.230718, 21, 0.754388, 9, 0.754388, 8, 0.775124, 4, 0.373996, 19, 0.373996, 19
0.775263, 0, 0.230126, 22, 0.775263, 0, 0.403694, 14, 0.74222, 21, 0.371151, 18, 0.775137, 4, 0.230718, 21, 0.403694, 13, 0.754388, 8, 0.748095, 9, 0.374221, 17, 0.374221, 17
0.775263, 0, 0.230126, 22, 0.775263, 1, 0.230273, 26, 0.403694, 13, 0.74222, 21, 0.371144, 20, 0.758074, 8, 0.393838, 17, 0.775127, 3, 0.230718, 21, 0.756916, 12, 0.756916, 12
0.775263, 0, 0.230119, 22, 0.230267, 22, 0.775263, 0, 0.445407, 12, 0.774014, 12, 0.775114, 3, 0.371144, 18, 0.230718, 21, 0.402896, 13, 0.373996, 18, 0.775208, 1, 0.775208, 1
0.775263, 0, 0.230267, 26, 0.230119, 22, 0.775263, 0, 0.749964, 9, 0.410819, 12, 0.370766, 18, 0.230718, 21, 0.775127, 1, 0.374659, 17, 0.749964, 10, 0.230267, 22, 0.230267, 22
0.230118, 22, 0.775263, 0, 0.775263, 0, 0.749496, 9, 0.410819, 12, 0.370766, 18, 0.230718, 21, 0.775263, 4, 0.374659, 17, 0.775125, 2, 0.410819, 14, 0.410819, 12, 0.410819, 12
0.775263, 0, 0.230118, 22, 0.755206, 22, 0.775263, 0, 0.749496, 9, 0.410819, 13, 0.230718, 21, 0.775124, 1, 0.370766, 18, 0.397623, 15, 0.758913, 10, 0.379004, 17, 0.379004, 17
0.775263, 0, 0.0216139, 25, 0.775263, 0, 0.0216139, 25, 0.749496, 9, 0.42017, 14, 0.124193, 18, 0.775166, 1, 0.373865, 17, 0.272837, 18, 0.42017, 14, 0.124195, 18, 0.124195, 18
0.775263, 0, 0.00721267, 21, 0.00721267, 21, 0.775263, 0, 0.399234, 14, 0.749496, 9, 0.0331727, 18, 0.373865, 17, 0.775263, 4, 0.775124, 1, 0.761988, 12, 0.749496, 9, 0.749496, 9
0.775263, 0, 0.00719322, 21, 0.775263, 0, 0.749496, 9, 0.00782482, 18, 0.373865, 17, 0.399234, 13, 0.775175, 1, 0.751288, 10, 0.399234, 13, 0.373865, 17, 0.775127, 1, 0.775127, 1
0.775263, 0, 0.00719322, 21, 0.773671, 25, 0.775263, 5, 0.399234, 13, 0.00782482, 15, 0.748092, 11, 0.373865, 17, 0.749496, 9, 0.775175, 1, 0.373865, 18, 0.773915, 25, 0.773915, 25
0.775263, 0, 0.00715832, 18, 0.00716248, 21, 0.775263, 0, 0.399234, 13, 0.0072912, 15, 0.373865, 17, 0.748092, 11, 0.749496, 9, 0.775085, 4, 0.775175, 1, 0.77509, 3, 0.77509, 3
0.00715832, 15, 0.775263, 0, 0.775263, 0, 0.373865, 18, 0.0072912, 15, 0.373865, 18, 0.748092, 11, 0.399234, 13, 0.774384, 9, 0.775057, 4, 0.775057, 4, 0.775234, 0, 0.775234, 0
0.775263, 0, 0.00711959, 15, 0.775263, 2, 0.373863, 18, 0.748092, 9, 0.0072912, 15, 0.373863, 18, 0.511973, 14, 0.775126, 3, 0.511973, 13, 0.3996, 13, 0.770836, 13, 0.770836, 13
0.775263, 0, 0.00709486, 15, 0.775263, 0, 0.393838, 18, 0.748092, 9, 0.00725057, 15, 0.373863, 18, 0.445477, 13, 0.775125, 2, 0.445477, 13, 0.749762, 9, 0.393788, 17, 0.393788, 17
0.00709464, 15, 0.775263, 0, 0.373863, 18, 0.373863, 18, 0.64799, 9, 0.00724578, 15, 0.772274, 9, 0.775108, 5, 0.445477, 13, 0.445477, 13, 0.775104, 6, 0.418123, 13, 0.418123, 13
0.00709464, 15, 0.775263, 0, 0.393838, 19, 0.775263, 0, 0.373863, 18, 0.00724578, 15, 0.775125, 2, 0.468333, 9, 0.650969, 10, 0.427405, 13, 0.468333, 9, 0.748386, 11, 0.748386, 11
0.775263, 0, 0.00709464, 15, 0.775263, 0, 0.418821, 18, 0.751219, 12, 0.00724578, 15, 0.373863, 18, 0.504508, 9, 0.504508, 9, 0.775102, 5, 0.7751, 5, 0.393838, 17, 0.393838, 17
0.775263, 0, 0.00709456, 15, 0.775263, 0, 0.373863, 18, 0.749496, 12, 0.00724578, 15, 0.373863, 18, 0.474496, 9, 0.775124, 4, 0.474496, 9, 0.393838, 17, 0.759051, 14, 0.759051, 14
0.00709456, 15, 0.775263, 0, 0.373863, 18, 0.775263, 0, 0.00724578, 15, 0.373863, 18, 0.462132, 10, 0.775124, 4, 0.749496, 10, 0.393788, 13, 0.462132, 9, 0.775131, 1, 0.775131, 1
0.00709456, 15, 0.775263, 0, 0.775263, 0, 0.373863, 18, 0.748342, 12, 0.00724578, 15, 0.462132, 9, 0.462132, 9, 0.393788, 18, 0.775139, 1, 0.775124, 5, 0.775124, 5, 0.775124, 5
0.775263, 0, 0.00708958, 15, 0.373863, 18, 0.775263, 0, 0.748342, 12, 0.00724578, 15, 0.462132, 9, 0.462132, 9, 0.402199, 9, 0.775124, 2, 0.775124, 5, 0.373863, 17, 0.373863, 17
0.00708955, 15, 0.775263, 0, 0.37386, 18, 0.775263, 0, 0.749742, 8, 0.394251, 14, 0.00724439, 10, 0.775131, 2, 0.769005, 11, 0.394251, 13, 0.00708955, 15, 0.00724439, 10, 0.00724439, 10
0.775263, 0, 0.00708955, 15, 0.775263, 0, 0.768634, 18, 0.749508, 10, 0.020172, 15, 0.394251, 13, 0.37386, 18, 0.749601, 8, 0.775124, 1, 0.394251, 13, 0.37386, 17, 0.37386, 17
0.775263, 0, 0.00708955, 15, 0.37386, 18, 0.775263, 0, 0.747017, 12, 0.391339, 17, 0.0149078, 15, 0.37386, 18, 0.77513, 4, 0.766925, 8, 0.766925, 9, 0.775152, 1, 0.775152, 1
0.00708955, 15, 0.775263, 0, 0.775263, 0, 0.37386, 18, 0.747017, 13, 0.393838, 17, 0.37386, 18, 0.00829537, 15, 0.75438, 11, 0.775097, 7, 0.775126, 1, 0.775097, 5, 0.775097, 5
0.00708955, 15, 0.775263, 0, 0.775263, 0, 0.39373, 21, 0.747016, 12, 0.00829537, 15, 0.37386, 18, 0.393788, 14, 0.75438, 9, 0.775124, 5, 0.775124, 4, 0.39373, 21, 0.39373, 21
0.00708955, 15, 0.775263, 0, 0.775263, 0, 0.37386, 18, 0.747016, 12, 0.393788, 13, 0.00809492, 15, 0.37386, 18, 0.775124, 2, 0.75438, 8, 0.75438, 9, 0.773668, 17, 0.773668, 17
0.775263, 0, 0.00708927, 15, 0.37386, 18, 0.775263, 0, 0.747016, 12, 0.393788, 13, 0.00719124, 15, 0.37386, 18, 0.775124, 2, 0.75438, 8, 0.75438, 8, 0.775124, 1, 0.775124, 1
