1951923000	13950000
1	13634000
2	12351790
3	14046000
4	8495638
4	8495638
5	14665000
6	14167000
7	13814000
8	14120000
9	13530000
10	14460000
11	14265000
12	13943000
13	12416614
14	14337000
15	14480000
16	2369823
17	13664000
18	13860000
19	14395000
20	13827000
21	13505000
22	14707000
23	14723000
24	13214000
25	13906000
26	1479615
27	14120000
28	1631059
29	13793000
1	983377
1	983377
10	8876322
10	8876322
